serial,kind,category,name,status,load_time_seconds,problem,browser_evidence,attempt,tested_at,uid
366,channel,Indian,ZB Music,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:46:03+00:00,channel:zb-music:218
367,channel,Cartoon,Duronto TV,PASS,0.656,,readyState=4; video=1280x720; currentTime=36.76s; playing=True; progressed=True,1,2026-08-29T16:21:36+00:00,channel:duronto-tv:0
368,channel,Cartoon,Sony YaY,PASS,2.688,,readyState=4; video=1280x720; currentTime=4.15s; playing=True; progressed=True,1,2026-08-29T16:21:39+00:00,channel:sony-yay:1
369,channel,Cartoon,Bantul The Great,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:52:23+00:00,channel:bantul-the-great:2
370,channel,Cartoon,0 WowKidz,PASS,3.734,,readyState=4; video=1280x720; currentTime=51.01s; playing=True; progressed=True,2,2026-08-29T16:53:34+00:00,channel:bbc-cbeebies:3
371,channel,Cartoon,Biznet Kids,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:52:25+00:00,channel:biznet-kids:4
372,channel,Cartoon,Cartoon Network,PASS,4.579,,readyState=4; video=1340x720; currentTime=80.14s; playing=True; progressed=True,2,2026-08-29T16:53:38+00:00,channel:cartoon-network:5
373,channel,Cartoon,Cartoon Network English,PASS,7.047,,readyState=4; video=640x360; currentTime=12.03s; playing=True; progressed=True,2,2026-08-29T16:52:32+00:00,channel:cartoon-network-english:6
374,channel,Cartoon,DA VANCI KIDS,PASS,3.734,,readyState=4; video=1920x1080; currentTime=10.15s; playing=True; progressed=True,2,2026-08-29T16:53:42+00:00,channel:da-vanci-kids:7
375,channel,Cartoon,Discovery Kids,PASS,2.093,,readyState=4; video=854x480; currentTime=4.06s; playing=True; progressed=True,1,2026-08-29T16:22:59+00:00,channel:discovery-kids:8
376,channel,Cartoon,Disney Channel,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:52:38+00:00,channel:disney-channel:9
377,channel,Cartoon,KIDS FLIX,PASS,6.204,,readyState=4; video=854x480; currentTime=0.34s; playing=True; progressed=True,1,2026-08-29T16:23:13+00:00,channel:kids-flix:10
378,channel,Cartoon,KINO KAZKA KIDS,PASS,3.406,,readyState=4; video=640x360; currentTime=90.25s; playing=True; progressed=True,2,2026-08-29T16:53:46+00:00,channel:kino-kazka-kids:11
379,channel,Cartoon,Motu Patlu,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:52:53+00:00,channel:motu-patlu:12
380,channel,Cartoon,MR BEAN 24 7,PASS,2.734,,readyState=4; video=848x480; currentTime=48.13s; playing=True; progressed=True,1,2026-08-29T16:23:46+00:00,channel:mr-bean-animated:13
381,channel,Cartoon,NICK TOONS,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:54:01+00:00,channel:nick-toons:14
382,channel,Cartoon,NIKI JR KIDS,PASS,12.735,,readyState=4; video=1024x576; currentTime=90.03s; playing=True; progressed=True,1,2026-08-29T16:24:13+00:00,channel:niki-jr-kids:15
383,channel,Cartoon,NIKI KIDS,PASS,4.25,,readyState=4; video=1024x576; currentTime=90.06s; playing=True; progressed=True,2,2026-08-29T16:52:57+00:00,channel:niki-kids:16
384,channel,Cartoon,Pogo,PASS,14.015,,readyState=4; video=1280x720; currentTime=4.08s; playing=True; progressed=True,1,2026-08-29T16:24:42+00:00,channel:pogo:17
385,channel,Cartoon,Zoo Moo,PASS,3.344,,readyState=4; video=848x480; currentTime=48.07s; playing=True; progressed=True,1,2026-08-29T16:24:45+00:00,channel:zoo-moo:18
386,channel,Cartoon,BuddyStar,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:03+00:00,channel:buddystar:19
387,channel,Cartoon,Funny Junior,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:52:59+00:00,channel:funny-junior:20
388,channel,Cartoon,Joy,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:05+00:00,channel:joy:21
389,channel,Cartoon,Kids Stars,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:53:02+00:00,channel:kids-stars:22
390,channel,Cartoon,Kids TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:54:18+00:00,channel:kids-tv:23
391,channel,Cartoon,Lucky Family,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:53:04+00:00,channel:lucky-family:24
392,channel,Cartoon,Nick Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:22+00:00,channel:nick-digital:25
393,channel,Cartoon,Nick Plus Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:53:09+00:00,channel:nick-plus-digital:26
394,channel,Cartoon,Nikki,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:24+00:00,channel:nikki:27
395,channel,Cartoon,Smarty,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:53:11+00:00,channel:smarty:28
396,channel,Cartoon,Sonic Digital,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:28+00:00,channel:sonic-digital:29
397,channel,Cartoon,Tom Jarry,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:53:26+00:00,channel:tom-jarry:30
398,channel,Cartoon,Tom Jerry TV,PASS,5.0,,readyState=4; video=854x480; currentTime=5.63s; playing=True; progressed=True,1,2026-08-29T16:25:43+00:00,channel:tom-jerry-tv:31
399,channel,Cartoon,ZB Cartoon,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:54:43+00:00,channel:zb-cartoon:32
400,channel,Islamic,AL QAMAR,PASS,2.578,,readyState=4; video=854x480; currentTime=48.22s; playing=True; progressed=True,1,2026-08-29T16:25:12+00:00,channel:al-qamar:0
401,channel,Islamic,AL Sunnah TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:54:11+00:00,channel:al-sunnah-tv:1
402,channel,Islamic,BAHRAIN QURAN,FAIL,,Playback startup timed out,readyState=1; video=640x360; currentTime=50.00s; playing=True; progressed=True,2,2026-08-29T16:54:59+00:00,channel:bahrain-quran:2
403,channel,Islamic,Iqraa TV,PASS,8.687,,readyState=4; video=854x641; currentTime=1160.55s; playing=True; progressed=True,1,2026-08-29T16:25:58+00:00,channel:iqraa-tv:3
404,channel,Islamic,Quran TV,PASS,3.391,,readyState=4; video=640x360; currentTime=48.05s; playing=True; progressed=True,1,2026-08-29T16:26:01+00:00,channel:live-quran-tv:4
405,channel,Islamic,Madani TV,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:55:14+00:00,channel:madani-tv:5
406,channel,Islamic,MQTV,PASS,1.968,,readyState=4; video=1280x720; currentTime=0.15s; playing=True; progressed=True,1,2026-08-29T16:26:18+00:00,channel:mqtv:6
407,channel,Islamic,PEACE TV,PASS,3.656,,readyState=4; video=852x480; currentTime=12.19s; playing=True; progressed=True,1,2026-08-29T16:26:22+00:00,channel:peace-tv-english:7
408,channel,Islamic,Peace TV Urdu,PASS,1.703,,readyState=4; video=852x480; currentTime=12.18s; playing=True; progressed=True,1,2026-08-29T16:26:23+00:00,channel:peace-tv-urdu:8
409,channel,Islamic,Quran,PASS,6.625,,readyState=4; video=640x360; currentTime=12.00s; playing=True; progressed=True,2,2026-08-29T16:55:20+00:00,channel:quran:9
410,channel,Islamic,QURAN RADIOTV SMC,PASS,2.25,,readyState=4; video=1920x1080; currentTime=4.02s; playing=True; progressed=True,1,2026-08-29T16:26:40+00:00,channel:quran-radiotv-smc:10
411,channel,Islamic,Salaam TV,PASS,0.89,,readyState=4; video=1280x720; currentTime=17.02s; playing=True; progressed=True,1,2026-08-29T16:26:41+00:00,channel:salaam-tv:11
412,channel,Islamic,Sunnah Tv,PASS,5.61,,readyState=4; video=1280x720; currentTime=4.82s; playing=True; progressed=True,1,2026-08-29T16:26:47+00:00,channel:sunnah-tv:12
413,channel,Infotainments,ACCU WEATHER,PASS,12.719,,readyState=4; video=848x480; currentTime=46.08s; playing=True; progressed=True,1,2026-08-29T16:23:34+00:00,channel:accu-weather:0
414,channel,Infotainments,Amazon SAT,PASS,4.906,,readyState=4; video=1920x1080; currentTime=15.16s; playing=True; progressed=True,1,2026-08-29T16:23:39+00:00,channel:amazon-sat:1
415,channel,Infotainments,BBC Earth,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:53:59+00:00,channel:bbc-earth:2
416,channel,Infotainments,BIZNET ADVENTURE,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:01+00:00,channel:biznet-adventure:3
417,channel,Infotainments,Biznet Lifestyle,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:04+00:00,channel:biznet-lifestyle:4
418,channel,Infotainments,Channel Y,PASS,6.657,,readyState=4; video=1920x1080; currentTime=12.03s; playing=True; progressed=True,1,2026-08-29T16:23:59+00:00,channel:channel-y:5
419,channel,Infotainments,DISCOVERY PAKISTAN,PASS,1.281,,readyState=4; video=1920x1080; currentTime=3.05s; playing=True; progressed=True,2,2026-08-29T16:54:05+00:00,channel:discovery-pakistan:6
420,channel,Infotainments,DocuBay TV,PASS,1.828,,readyState=4; video=854x480; currentTime=4.88s; playing=True; progressed=True,1,2026-08-29T16:24:15+00:00,channel:docubay-tv:7
421,channel,Infotainments,FASHION ONE,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:54:20+00:00,channel:fashion-one:8
422,channel,Infotainments,Insight,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=False,2,2026-08-29T16:54:24+00:00,channel:insight:9
423,channel,Infotainments,Motor Vision,PASS,2.156,,readyState=4; video=854x480; currentTime=48.25s; playing=True; progressed=True,1,2026-08-29T16:24:37+00:00,channel:motor-vision:10
424,channel,Infotainments,NAT GEO WILD,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=8.89s; playing=False; progressed=True,2,2026-08-29T16:54:28+00:00,channel:nat-geo-wild:11
425,channel,Infotainments,Program Promo,PASS,11.671,,readyState=4; video=854x480; currentTime=24.28s; playing=True; progressed=True,1,2026-08-29T16:24:53+00:00,channel:program-promo:12
426,channel,Infotainments,REAL WILD,PASS,4.656,,readyState=4; video=848x480; currentTime=48.44s; playing=True; progressed=True,1,2026-08-29T16:24:58+00:00,channel:real-wild:13
427,channel,Infotainments,Sony BBC Earth,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=8.89s; playing=False; progressed=True,2,2026-08-29T16:54:30+00:00,channel:sony-bbc-earth:14
428,channel,Infotainments,WEATHER SPY,PASS,6.125,,readyState=4; video=640x360; currentTime=48.15s; playing=True; progressed=True,1,2026-08-29T16:25:07+00:00,channel:weather-spy:15
429,channel,Infotainments,Wild Earth,PASS,4.031,,readyState=4; video=768x432; currentTime=48.25s; playing=True; progressed=True,1,2026-08-29T16:25:11+00:00,channel:wild-earth:16
430,channel,Infotainments,Delicious,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=8.89s; playing=False; progressed=True,2,2026-08-29T16:54:33+00:00,channel:delicious:17
431,channel,Infotainments,Luxell,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=8.89s; playing=False; progressed=True,2,2026-08-29T16:54:35+00:00,channel:luxell:18
432,channel,Infotainments,Travel XP English,PASS,2.938,,readyState=4; video=640x360; currentTime=48.16s; playing=True; progressed=True,1,2026-08-29T16:25:19+00:00,channel:travel-xp-english:19
433,channel,Infotainments,Travel XP English NZ,PASS,2.922,,readyState=4; video=640x360; currentTime=48.59s; playing=True; progressed=True,1,2026-08-29T16:25:22+00:00,channel:travel-xp-english-nz:20
434,channel,Foreign News,92 News,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:44:44+00:00,channel:92-news:0
435,channel,Foreign News,AL EKHBARIA,FAIL,,Player exhausted all playback routes: চ্যানেলটি চালানো যায়নি।,readyState=0; video=0x0; currentTime=0.00s; playing=False; progressed=True,2,2026-08-29T16:44:59+00:00,channel:al-ekhbaria:1
436,channel,Foreign News,Al Jazeera,PASS,3.329,,readyState=4; video=747x420; currentTime=38.18s; playing=True; progressed=True,1,2026-08-29T16:16:29+00:00,channel:al-jazeera:2
437,channel,Foreign News,ALMASIRA MUBASHER,PASS,5.938,,readyState=4; video=854x480; currentTime=8.14s; playing=True; progressed=True,2,2026-08-29T16:45:05+00:00,channel:almasira-mubasher:3
